飞机转场记录号,到达日期,到达时刻,到达航班,到达类型,飞机型号,出发日期,出发时刻,出发航班,出发类型,上线机场,下线机场,机体类别,
PK022,2018/1/19,11:00:00,NV639,I,319,2018/1/19,12:50:00,NV3194,D,PLK,UTO,W
PK023,2018/1/19,11:00:00,NV6785,D,320,2018/1/19,12:15:00,NV614,I,EMD,ILH,W
PK024,2018/1/19,11:20:00,NV6535,D,320,2018/1/19,13:05:00,NV6488,D,DLH,TZY,W
PK025,2018/1/19,11:25:00,NV841,I,325,2018/1/19,13:10:00,NV398,I,LJY,PLB,W
PK026,2018/1/19,11:55:00,NV835,I,325,2018/1/19,13:15:00,NV610,I,ILH,ILH,W
PK027,2018/1/19,12:20:00,NV6749,D,320,2018/1/19,13:25:00,NV6510,D,IEH,MZJ,W
PK028,2018/1/19,12:20:00,NV867,D,33E,2018/1/19,15:45:00,NV6116,I,LNH,UQF,N
PK029,2018/1/19,12:25:00,GN0253,D,73A,2018/1/19,13:35:00,GN0204,D,CQF,TIF,W
PK030,2018/1/19,12:25:00,NV3703,I,73H,2018/1/19,13:55:00,NV3703,D,OHP,XVI,W
PK031,2018/1/19,12:40:00,GN0491,D,738,2018/1/19,15:50:00,GN0326,D,LXM,AVI,W
PK032,2018/1/19,12:55:00,NV674,D,33L,2018/1/19,14:25:00,NV674,I,QFL,EFM,N
PK033,2018/1/19,13:00:00,GN0201,D,73H,2018/1/19,14:20:00,GN0250,D,KOA,YNO,W
PK034,2018/1/19,13:05:00,NV3287,D,73E,2018/1/19,16:30:00,NV6556,D,ARA,LXF,W
PK035,2018/1/19,13:05:00,NV6165,I,323,2018/1/19,14:10:00,NV6722,D,UBF,EMD,W
PK036,2018/1/19,13:10:00,GN0235,D,73H,2018/1/19,14:45:00,GN938,I,UWT,JDO,W
PK037,2018/1/19,13:15:00,NV3266,D,325,2018/1/19,14:15:00,NV3269,D,YJZ,YJZ,W
PK038,2018/1/19,13:20:00,NV6155,I,320,2018/1/19,14:25:00,NV6494,D,QVT,AZJ,W
PK039,2018/1/19,13:25:00,NV6735,D,73E,2018/1/19,14:30:00,NV6198,I,EMD,GVL,W
PK040,2018/1/19,13:40:00,GN913,I,73H,2018/1/19,19:30:00,GN942,I,UTB,ILU,W
PK041,2018/1/19,13:40:00,NV6719,D,320,2018/1/19,14:50:00,NV6718,D,IJB,TIF,W
PK042,2018/1/19,13:50:00,GN932,D,738,2018/1/19,14:55:00,GN932,I,DHP,LJY,W
PK043,2018/1/19,13:50:00,NV383,I,321,2018/1/19,15:30:00,NV383,D,OSU,QFL,W
PK044,2018/1/19,13:55:00,NV6153,I,325,2018/1/19,14:45:00,*****,D,JDO,***,W
PK045,2018/1/19,13:55:00,NV6727,D,320,2018/1/19,14:55:00,NV6762,D,ZLI,ZOK,W
PK046,2018/1/19,14:10:00,NV6575,D,320,2018/1/19,15:20:00,NV6574,D,IGF,IGF,W
PK047,2018/1/19,14:20:00,NV3654,D,73E,2018/1/19,15:25:00,NV6318,D,XVI,MAI,W
PK048,2018/1/19,14:25:00,NV6171,I,325,2018/1/19,16:15:00,NV6742,D,DKV,GPD,W
PK049,2018/1/19,14:25:00,NV631,I,319,2018/1/19,15:40:00,NV6378,D,OHT,ZCQ,W
PK050,2018/1/19,14:30:00,NV387,I,319,2018/1/19,16:30:00,NV6614,D,NZK,HZT,W
PK051,2018/1/19,14:35:00,NV6359,D,320,2018/1/19,15:35:00,NV6716,D,EBU,INJ,W
PK052,2018/1/19,14:40:00,GN0477,D,73H,2018/1/19,16:10:00,GN0638,D,ZJI,DBO,W
PK053,2018/1/19,14:40:00,GN0573,D,73A,2018/1/19,15:45:00,GN0246,D,XYO,CBW,W
PK054,2018/1/19,14:40:00,NV656,D,33E,2018/1/19,16:10:00,NV656,I,DHR,TJO,N
PK055,2018/1/19,14:45:00,NV6711,D,325,2018/1/19,17:10:00,NV686,I,GPD,IOE,W
PK056,2018/1/19,14:50:00,GN953,I,73H,2018/1/19,21:35:00,GN0560,D,CLL,LXF,W
PK057,2018/1/19,14:50:00,NV613,I,321,2018/1/19,16:15:00,NV616,I,ILH,ILH,W
PK058,2018/1/19,14:50:00,NV6553,D,319,2018/1/19,17:20:00,NV3273,D,EBY,YJZ,W
PK059,2018/1/19,14:50:00,NV681,I,773,2018/1/19,20:00:00,NV308,I,DEH,KGL,N
PK060,2018/1/19,14:55:00,GN0283,D,73E,2018/1/19,15:55:00,GN0362,D,ISC,IBL,W
PK061,2018/1/19,14:55:00,GN0479,D,73E,2018/1/19,16:05:00,GN0280,D,TIF,DHR,W
PK062,2018/1/19,14:55:00,GN0523,D,73E,2018/1/20,16:20:00,GN0256,D,NJH,ZDV,W
PK063,2018/1/19,14:55:00,NV337,I,323,2018/1/19,16:10:00,NV6374,D,LJY,ZOU,W
PK064,2018/1/19,15:00:00,NV899,I,33E,2018/1/19,20:20:00,NV672,I,GDP,TZE,N
PK065,2018/1/19,15:00:00,*****,D,325,2018/1/19,15:50:00,NV3465,D,***,MIX,W
PK066,2018/1/19,15:10:00,GN0423,D,323,2018/1/19,16:20:00,GN0642,D,DBO,IBL,W
PK067,2018/1/19,15:15:00,NV629,I,73H,2018/1/19,16:50:00,NV629,D,GVL,XVI,W
PK068,2018/1/19,15:20:00,GN0203,D,738,2018/1/19,16:10:00,*****,D,EMD,***,W
PK069,2018/1/19,15:20:00,NV382,D,321,2018/1/19,16:55:00,NV382,I,QFL,OSU,W
PK070,2018/1/19,15:25:00,NV6453,D,323,2018/1/19,16:45:00,NV0746,D,TAY,LXM,W
PK071,2018/1/19,15:30:00,NV657,I,33E,2018/1/19,19:45:00,NV848,I,TJO,NFM,N
PK072,2018/1/19,15:35:00,GN0497,D,73L,2018/1/20,17:05:00,GN0644,D,OOH,YNO,W
PK073,2018/1/19,15:35:00,NV641,I,320,2018/1/19,16:40:00,NV6736,D,OHP,EMD,W
PK074,2018/1/19,15:35:00,NV6537,D,320,2018/1/19,16:50:00,NV6768,D,DLH,IEH,W
PK075,2018/1/19,15:35:00,NV669,I,319,2018/1/19,17:40:00,NV304,I,LNR,IJK,W
PK076,2018/1/19,15:40:00,GN965,I,73H,2018/1/19,18:00:00,GN0454,D,CLL,EZH,W
PK077,2018/1/19,15:40:00,NV6173,I,323,2018/1/19,17:05:00,NV6462,D,JDO,TAY,W
PK078,2018/1/19,15:45:00,NV302,D,320,2018/1/19,17:15:00,NV302,I,YJZ,OHP,W
PK079,2018/1/19,15:55:00,NV627,I,73E,2018/1/19,19:15:00,NV3787,D,LJY,ZJI,W
PK080,2018/1/19,15:55:00,NV6657,D,325,2018/1/19,18:10:00,NV830,I,ZOU,LJY,W
PK081,2018/1/19,15:55:00,NV813,I,320,2018/1/19,17:35:00,NV6726,D,ILH,ZLI,W
PK082,2018/1/19,16:05:00,NV6715,D,320,2018/1/19,17:40:00,NV6710,D,TIF,IJB,W
PK083,2018/1/19,16:15:00,NV3260,D,320,2018/1/19,18:05:00,NV3277,D,YJZ,YJZ,W
PK084,2018/1/19,16:15:00,NV6149,I,320,2018/1/19,18:00:00,NV6149,D,DKV,DUV,W
PK085,2018/1/19,16:20:00,NV6377,D,319,2018/1/19,20:00:00,NV6486,D,CIZ,EZH,W
PK086,2018/1/19,16:20:00,NV683,I,33L,2018/1/19,17:20:00,NV682,I,IOM,IOM,N
PK087,2018/1/19,16:30:00,NV3197,I,325,2018/1/19,17:30:00,NV6162,I,PLB,JDO,W
PK088,2018/1/19,16:30:00,NV3702,D,73H,2018/1/19,18:00:00,NV3702,I,XVI,OHP,W
PK089,2018/1/19,16:30:00,NV663,I,33H,2018/1/20,13:30:00,NV692,I,MIS,ZWS,N
PK090,2018/1/19,16:35:00,NV304,D,325,2018/1/19,18:30:00,NV834,I,DUV,ILH,W
PK091,2018/1/19,16:35:00,NV635,I,773,2018/1/19,21:00:00,NV688,I,OSU,MBY,N
PK092,2018/1/19,16:50:00,GN0637,D,738,2018/1/19,17:55:00,GN0636,D,XOA,XOA,W
PK093,2018/1/19,16:55:00,NV391,I,33L,2018/1/19,20:40:00,NV658,I,DUT,CLL,N
PK094,2018/1/19,16:55:00,NV693,I,33H,2018/1/20,13:00:00,NV662,I,ZWS,MIS,N
PK095,2018/1/19,17:00:00,*****,D,738,2018/1/19,17:50:00,GN0332,D,***,MIX,W
PK096,2018/1/19,17:05:00,NV6781,D,320,2018/1/19,18:10:00,NV642,I,EMD,GVL,W
PK097,2018/1/19,17:10:00,NV6119,I,325,2018/1/19,20:55:00,NV6720,D,UQF,ISC,W
PK098,2018/1/19,17:20:00,GN0299,D,738,2018/1/19,18:20:00,GN976,I,TIF,LCW,W
PK099,2018/1/19,17:20:00,GN0333,D,738,2018/1/19,20:05:00,GN0452,D,MIX,EZH,W
PK100,2018/1/19,17:30:00,NV6145,I,325,2018/1/19,20:00:00,NV860,I,JDO,QOI,W
PK101,2018/1/19,17:30:00,NV619,I,325,2018/1/19,18:40:00,NV624,I,ILH,SFQ,W
PK102,2018/1/19,17:35:00,GN0209,D,73A,2018/1/20,13:50:00,GN0658,D,BPH,UHP,W
PK103,2018/1/19,17:40:00,NV6301,D,325,2018/1/21, 8:5,NV3263,D,AVI,YJZ,W
PK104,2018/1/19,17:50:00,NV697,I,773,2018/1/20, 0:20,NV840,I,MBY,NFM,N
PK105,2018/1/19,17:55:00,NV3786,D,73E,2018/1/19,19:30:00,NV3631,D,ZJI,XVI,W
PK106,2018/1/19,17:55:00,NV6489,D,773,2018/1/20, 0:55,NV880,I,TZY,BLM,N
PK107,2018/1/19,18:00:00,NV601,I,773,2018/1/20, 0:5,NV664,I,TGP,DEH,N
PK108,2018/1/19,18:05:00,NV821,I,33H,2018/1/20, 0:20,NV608,I,NBE,ZWS,N
PK109,2018/1/19,18:05:00,NV897,D,33H,2018/1/21,13:00:00,NV662,I,YJZ,MIS,N
PK110,2018/1/19,18:10:00,GN0461,D,73H,2018/1/19,19:30:00,GN972,I,LXM,LVM,W
PK111,2018/1/19,18:15:00,NV3131,I,73H,2018/1/19,19:45:00,NV3131,D,GTA,XVI,W
PK112,2018/1/19,18:20:00,NV6253,D,320,2018/1/20,10:10:00,NV316,I,MMW,DOY,W
PK113,2018/1/19,18:20:00,NV831,I,320,2018/1/19,19:35:00,NV831,D,OHP,MIX,W
PK114,2018/1/19,18:25:00,NV615,I,320,2018/1/19,19:50:00,NV6784,D,ILH,EMD,W
PK115,2018/1/19,18:30:00,NV3421,D,319,2018/1/19,19:35:00,NV3410,D,YOO,YOO,W
PK116,2018/1/19,18:30:00,NV6525,D,325,2018/1/19,21:25:00,NV6472,D,DUV,TAY,W
PK117,2018/1/19,18:35:00,NV6779,D,320,2018/1/20, 7:45,NV6738,D,EMD,EMD,W
PK118,2018/1/19,18:40:00,GN941,I,73H,2018/1/19,19:45:00,GN978,I,QVT,CLJ,W
PK119,2018/1/19,18:40:00,NV6703,D,319,2018/1/19,19:30:00,*****,D,IAI,***,W
PK120,2018/1/19,18:45:00,NV399,I,325,2018/1/19,21:00:00,NV6312,D,PLB,IBL,W
PK121,2018/1/19,18:50:00,GN0465,D,738,2018/1/19,21:20:00,GN0428,D,XFI,DBO,W
PK122,2018/1/19,18:50:00,GN951,I,73H,2018/1/19,20:00:00,GN968,I,CLL,ILU,W
PK123,2018/1/19,18:55:00,GN0287,D,738,2018/1/19,21:10:00,GN0287,D,DHR,LXM,W
PK124,2018/1/19,18:55:00,NV6663,D,320,2018/1/19,23:10:00,NV6156,I,MZJ,DSL,W
PK125,2018/1/19,18:55:00,NV859,I,73H,2018/1/19,21:00:00,NV859,D,LJY,LNH,W
PK126,2018/1/19,19:10:00,GN0641,D,738,2018/1/19,21:00:00,GN946,I,XOA,IOE,W
PK127,2018/1/19,19:15:00,NV3119,I,321,2018/1/19,21:15:00,NV6297,D,NGN,QFL,W
PK128,2018/1/19,19:15:00,NV6714,D,320,2018/1/19,21:25:00,NV6714,D,AIB,TIF,W
PK129,2018/1/19,19:20:00,NV319,I,773,2018/1/20, 0:5,NV846,I,ZZA,TZE,N
PK130,2018/1/19,19:30:00,NV6199,I,73E,2018/1/19,21:30:00,NV3655,D,GVL,XVI,W
PK131,2018/1/19,19:30:00,NV673,I,33E,2018/1/20, 0:10,NV320,I,TZE,GSB,N
PK132,2018/1/19,19:30:00,NV699,I,773,2018/1/19,21:40:00,NV699,D,KGL,GPD,N
PK133,2018/1/19,19:35:00,NV633,I,325,2018/1/19,21:05:00,NV633,D,OSU,YJZ,W
PK134,2018/1/19,19:40:00,NV3622,D,319,2018/1/19,21:10:00,NV836,I,XVI,ILH,W
PK135,2018/1/19,19:40:00,NV849,I,33E,2018/1/19,23:30:00,NV654,I,NFM,TJO,N
PK136,2018/1/19,19:50:00,NV6753,D,319,2018/1/20, 8:15,NV6358,D,EMD,EBU,W
PK137,2018/1/19,20:00:00,GN939,I,73H,2018/1/19,21:05:00,GN0260,D,JDO,DHR,W
PK138,2018/1/19,20:00:00,NV6324,D,73H,2018/1/19,21:00:00,NV6325,D,UZO,UZO,W
PK139,2018/1/19,20:00:00,NV6527,D,320,2018/1/19,21:30:00,NV6528,D,DUV,DUV,W
PK140,2018/1/19,20:00:00,NV827,I,33E,2018/1/19,21:55:00,NV826,I,COF,COF,N
PK141,2018/1/19,20:05:00,GN0205,D,73A,2018/1/19,21:00:00,GN0494,D,TIF,OOH,W
PK142,2018/1/19,20:10:00,GN0237,D,73H,2018/1/20,10:40:00,GN920,I,SJA,UTB,W
PK143,2018/1/19,20:10:00,GN0261,D,73H,2018/1/19,21:05:00,GN0300,D,YNO,TXB,W
PK144,2018/1/19,20:10:00,NV621,I,325,2018/1/20, 1:50,NV322,I,ILH,NOM,W
PK145,2018/1/19,20:10:00,NV6317,D,319,2018/1/20,13:55:00,NV6540,D,ITO,UTO,W
PK146,2018/1/19,20:15:00,NV6551,D,320,2018/1/19,21:05:00,NV6544,D,UTO,DLH,W
PK147,2018/1/19,20:15:00,NV6725,D,320,2018/1/20, 8:20,NV6724,D,ISC,ISC,W
PK148,2018/1/19,20:20:00,NV6549,D,319,2018/1/20, 9:30,NV306,I,OBP,LJK,W
PK149,2018/1/19,20:25:00,NV317,I,320,2018/1/20, 0:15,NV6134,I,DOY,DFC,W
PK150,2018/1/19,20:25:00,NV3278,D,325,2018/1/20, 6:40,NV3446,D,YJZ,YJZ,W
PK151,2018/1/19,20:30:00,NV6117,I,33E,2018/1/20,10:05:00,NV866,D,UQF,LNH,N
PK152,2018/1/19,20:30:00,NV6578,D,320,2018/1/19,21:35:00,NV6578,D,TZY,IGF,W
PK153,2018/1/19,20:30:00,NV6772,D,325,2018/1/19,22:05:00,NV6772,D,GPD,EMD,W
PK154,2018/1/19,20:40:00,*****,D,319,2018/1/19,21:30:00,NV6478,D,***,DTY,W
PK155,2018/1/19,20:45:00,NV6375,D,323,2018/1/20, 9:0,NV6230,D,ZOU,QFL,W
PK156,2018/1/19,21:00:00,NV6495,D,320,2018/1/20, 8:0,NV6154,I,AZJ,QVT,W
PK157,2018/1/19,21:00:00,NV6633,D,320,2018/1/19,22:10:00,NV6632,D,UBP,UBP,W
PK158,2018/1/19,21:00:00,NV6811,D,320,2018/1/19,22:20:00,NV6811,D,VSD,OHC,W
PK159,2018/1/19,21:05:00,NV651,I,33E,2018/1/20,12:30:00,NV898,I,IOE,GDP,N
PK160,2018/1/19,21:05:00,NV6642,D,320,2018/1/19,22:20:00,NV6642,D,TIF,LIO,W
PK161,2018/1/19,21:10:00,NV6643,D,320,2018/1/19,22:00:00,NV392,I,LIO,THO,W
PK162,2018/1/19,21:15:00,GN0409,D,738,2018/1/19,22:40:00,GN0368,D,DTY,YNO,W
PK163,2018/1/19,21:15:00,GN933,I,738,2018/1/19,22:45:00,GN933,D,LJY,DHP,W
PK164,2018/1/19,21:20:00,GN0629,D,738,2018/1/19,22:20:00,GN0620,D,XOA,XOA,W
PK165,2018/1/19,21:20:00,NV6699,D,320,2018/1/20, 8:55,NV336,I,GPD,LJY,W
PK166,2018/1/19,21:30:00,GN997,I,73H,2018/1/19,22:30:00,GN952,I,LVM,CLL,W
PK167,2018/1/19,21:30:00,NV679,I,33E,2018/1/19,22:20:00,*****,D,TJO,***,N
PK168,2018/1/19,21:40:00,NV6241,D,325,2018/1/20, 9:25,NV6376,D,QFL,CIZ,W
PK169,2018/1/19,21:45:00,NV6737,D,320,2018/1/19,22:50:00,NV3993,D,EMD,OLH,W
PK170,2018/1/19,21:50:00,NV3270,D,321,2018/1/20, 8:5,NV3263,D,YJZ,YJZ,W
PK171,2018/1/19,21:50:00,NV6319,D,73E,2018/1/20, 8:30,NV6734,D,MAI,EMD,W
PK172,2018/1/19,22:00:00,GN0257,D,73H,2018/1/19,22:50:00,*****,D,ZDV,***,W
PK173,2018/1/19,22:00:00,GN0541,D,738,2018/1/20, 6:40,GN0480,D,IOZ,LXM,W
PK174,2018/1/19,22:00:00,NV6405,D,320,2018/1/20, 9:55,NV3280,D,DHP,ZOU,W
PK175,2018/1/19,22:05:00,GN0489,D,73E,2018/1/20, 7:30,GN0282,D,LXM,ISC,W
PK176,2018/1/19,22:05:00,NV3553,D,320,2018/1/19,23:15:00,NV6652,D,UOB,UOB,W
PK177,2018/1/19,22:05:00,NV6769,D,320,2018/1/20, 8:35,NV612,I,IEH,ILH,W
PK178,2018/1/19,22:10:00,GN945,I,73H,2018/1/20, 9:40,GN0476,D,CLL,ZJI,W
PK179,2018/1/19,22:15:00,NV6763,D,320,2018/1/20, 6:40,NV6748,D,ZOK,IEH,W
PK180,2018/1/19,22:25:00,GN0247,D,73A,2018/1/20, 6:55,GN0252,D,CBW,CQF,W
PK181,2018/1/19,22:25:00,GN0645,D,325,2018/1/20, 8:55,GN0478,D,YNO,TIF,W
PK182,2018/1/19,22:30:00,GN0291,D,73E,2018/1/20, 8:0,GN0522,D,DHR,NJH,W
PK183,2018/1/19,22:30:00,GN0639,D,73H,2018/1/20, 9:10,GN912,I,DBO,UTB,W
PK184,2018/1/19,22:45:00,NV0747,D,323,2018/1/20, 9:5,NV6446,D,LXM,TAY,W
PK185,2018/1/19,22:50:00,NV617,I,321,2018/1/20, 8:55,NV6616,D,ILH,GPD,W
PK186,2018/1/19,22:50:00,NV6379,D,319,2018/1/20, 9:50,NV872,I,ZCQ,LPK,W
PK187,2018/1/19,22:55:00,NV6615,D,319,2018/1/20, 8:25,NV6548,D,HZT,OBP,W
PK188,2018/1/19,23:00:00,NV6557,D,73E,2018/1/20, 6:55,NV3286,D,LXF,ARA,W
PK189,2018/1/19,23:10:00,GN0285,D,73A,2018/1/20, 9:25,GN936,I,KOH,UPZ,W
PK190,2018/1/19,23:10:00,NV3464,D,325,2018/1/20,10:15:00,NV6160,I,MIX,DKV,W
PK191,2018/1/19,23:15:00,GN0363,D,73E,2018/1/20, 9:0,GN0414,D,IBL,DBO,W
PK192,2018/1/19,23:20:00,GN0455,D,73H,2018/1/20, 7:35,GN0234,D,EZH,UWT,W
PK193,2018/1/19,23:20:00,NV3447,D,319,2018/1/20, 9:20,NV6504,D,YJZ,DLH,W
PK194,2018/1/19,23:25:00,NV6471,D,323,2018/1/20,11:10:00,NV6656,D,TAY,ZOU,W
PK195,2018/1/19,23:30:00,NV3195,D,319,2018/1/20, 9:5,NV6514,D,UTO,DUV,W
PK196,2018/1/19,23:40:00,GN0643,D,323,2018/1/20,14:10:00,NV6722,D,IBL,EMD,W
PK197,2018/1/19,23:55:00,GN0405,D,73E,2018/1/20, 9:25,GN0548,D,ETO,CBW,W
PK198,2018/1/19, 0:15,GN0679,D,738,2018/1/19, 1:5,*****,D,DHP,***,W
PK199,2018/1/19, 0:15,NV6723,D,325,2018/1/19, 1:5,*****,D,EMD,***,W
PK200,2018/1/19, 0:20,GN967,I,738,2018/1/19, 9:25,GN0630,D,CLL,XOA,W
PK201,2018/1/19, 0:25,NV6201,D,319,2018/1/19, 7:30,NV3615,D,MMG,XVI,W
PK202,2018/1/19, 1:30,NV6487,D,319,2018/1/19, 8:20,NV6552,D,EZH,EBY,W
PK203,2018/1/19, 1:35,GN0453,D,738,2018/1/19,10:25:00,GN0628,D,EZH,XOA,W
PK204,2018/1/19, 1:45,GN0659,D,73A,2018/1/19, 9:5,GN0572,D,UHP,XYO,W
PK205,2018/1/19, 4:10,NV677,I,332,2018/1/19,17:10:00,NV6170,I,TJO,DHL,N
PK206,2018/1/19, 4:25,NV625,I,325,2018/1/19, 9:15,NV6152,I,SFQ,JDO,W
PK207,2018/1/19, 4:55,NV675,I,33L,2018/1/19, 6:55,NV675,D,EFM,QFL,N
PK208,2018/1/19, 5:0,NV847,I,773,2018/1/20,14:20:00,NV690,I,TZE,TGP,N
PK209,2018/1/19, 5:10,NV609,I,33H,2018/1/19,13:30:00,NV692,I,ZWS,ZWS,N
PK210,2018/1/19, 5:15,NV309,I,773,2018/1/19, 9:10,NV634,I,KGL,OSU,N
PK211,2018/1/19, 5:20,NV871,I,325,2018/1/19,10:20:00,NV3196,I,QOI,PLB,W
PK212,2018/1/19, 5:40,NV655,I,33E,2018/1/19, 7:40,NV655,D,TJO,DHR,N
PK213,2018/1/19, 5:45,NV891,I,773,2018/1/19,13:20:00,NV694,I,BLM,MBY,N
PK214,2018/1/19, 5:55,GN979,I,73H,2018/1/19,12:00:00,GN944,I,CLJ,CLL,W
PK215,2018/1/19, 5:55,NV851,I,773,2018/1/19,11:40:00,NV828,I,NFM,PSE,N
PK216,2018/1/19, 6:0,GN977,I,738,2018/1/19,10:15:00,GN0464,D,LCW,XFI,W
PK217,2018/1/19, 6:25,NV689,I,773,2018/1/19,12:05:00,NV318,I,MBY,ZZA,N
PK218,2018/1/19, 6:30,GN943,I,73H,2018/1/19, 9:20,GN996,I,ILU,LVM,W
PK219,2018/1/19, 7:0,NV6157,I,320,2018/1/19, 8:15,NV6358,D,DSL,EBU,W
PK220,2018/1/19, 7:0,NV665,I,773,2018/1/19,10:00:00,NV6579,D,DEH,TZY,N
PK221,2018/1/19, 7:15,GN969,I,73H,2018/1/19, 9:10,GN912,I,ILU,UTB,W
PK222,2018/1/19, 7:20,GN973,I,73H,2018/1/19, 8:35,GN940,I,LVM,CLL,W
PK223,2018/1/19, 7:20,NV659,I,33L,2018/1/19,14:35:00,NV676,I,CLL,TJO,N
PK224,2018/1/19, 7:40,NV331,I,33E,2018/1/19,13:00:00,NV640,I,GSB,IOE,N
PK225,2018/1/19, 7:5,NV393,I,320,2018/1/19, 9:30,NV6576,D,THO,LIO,W
PK226,2018/1/19, 8:15,NV6700,D,320,2018/1/19, 9:15,NV6700,D,OHC,VSD,W
PK227,2018/1/19, 8:25,NV3992,D,320,2018/1/19, 9:30,NV630,I,OLH,OHP,W
PK228,2018/1/19, 8:35,NV6135,I,320,2018/1/19,10:10:00,NV316,I,DFC,DOY,W
PK229,2018/1/19, 8:35,*****,D,738,2018/1/19, 9:25,GN0408,D,***,DTY,W
PK230,2018/1/19, 8:40,NV6577,D,320,2018/1/19, 9:50,NV6577,D,LIO,TIF,W
PK231,2018/1/19, 8:40,NV6697,D,73H,2018/1/19, 9:45,NV6612,D,XOA,XOA,W
PK232,2018/1/19, 8:45,NV6579,D,320,2018/1/19,13:55:00,NV6540,D,IGF,UTO,W
PK233,2018/1/19, 8:45,NV6645,D,320,2018/1/19,10:20:00,NV3552,D,UOB,UOB,W
PK234,2018/1/19, 8:55,GN0369,D,738,2018/1/19,10:35:00,GN0202,D,YNO,EMD,W
PK235,2018/1/19, 8:55,NV3620,D,73E,2018/1/19,10:00:00,NV626,I,XVI,LJY,W
PK236,2018/1/19, 8:55,NV6623,D,320,2018/1/19, 9:55,NV3280,D,UBP,ZOU,W
PK237,2018/1/19, 9:15,NV628,D,73H,2018/1/19,10:35:00,NV628,I,XVI,GVL,W
PK238,2018/1/19, 9:15,NV6313,D,325,2018/1/19,10:15:00,NV6160,I,IBL,DKV,W
PK239,2018/1/19, 9:20,NV698,D,773,2018/1/19,11:30:00,NV698,I,GPD,KGL,N
PK240,2018/1/19, 9:25,NV6773,D,325,2018/1/19,10:40:00,NV6773,D,EMD,GPD,W
PK241,2018/1/19, 9:30,GN0439,D,738,2018/1/19,21:45:00,GN0170,D,DHP,UTO,W
PK242,2018/1/19, 9:35,NV3513,D,73H,2018/1/19,10:45:00,NV3512,D,UZO,UZO,W
PK243,2018/1/19, 9:35,NV602,D,33L,2018/1/19,11:25:00,NV602,I,TZY,TWP,N
PK244,2018/1/19, 9:35,NV6655,D,320,2018/1/19,11:15:00,NV6622,D,ZOU,UBP,W
PK245,2018/1/19, 9:40,GN0571,D,73A,2018/1/19,11:00:00,GN0284,D,LXF,KOH,W
PK246,2018/1/19, 9:40,NV6533,D,320,2018/1/19,11:05:00,NV6536,D,DLH,DLH,W
PK247,2018/1/19, 9:45,GN0493,D,738,2018/1/19,11:00:00,GN0493,D,LXM,DHR,W
PK248,2018/1/19, 9:45,NV6163,I,325,2018/1/19,11:10:00,NV6656,D,JDO,ZOU,W
PK249,2018/1/19, 9:50,GN0181,D,738,2018/1/19,11:05:00,GN0298,D,UTO,TIF,W
PK250,2018/1/19, 9:50,GN0413,D,738,2018/1/19,14:15:00,GN966,I,DBO,CLL,W
